word,Handwritten (Deluxe),word,Illuminate (Deluxe),word,Nine Track Mind (Deluxe),word,Shawn Mendes,word,Voicenotes
watch,0.03148803993273719,cross,0.038610116963662636,save,0.028785243282054934,anytime,0.04189003264999684,biggest,0.03432231103949933
away,0.030995572716369615,stand,0.038610116963662636,dress,0.028785243282054934,free,0.04189003264999684,creepin,0.03432231103949933
girl,0.030995572716369615,wake,0.03845986184930961,brain,0.028542853676332424,giving,0.04189003264999684,encore,0.03432231103949933
breathe,0.02931738703019068,old,0.03845986184930961,overdosed,0.028542853676332424,couple,0.04189003264999684,television,0.03432231103949933
remember,0.027896015444732653,apart,0.03845986184930961,bottle,0.028542853676332424,ruler,0.04169957061892715,mmm,0.03432231103949933
ta,0.027896015444732653,willing,0.03828499582655707,healing,0.028542853676332424,conversation,0.04169957061892715,actin,0.03432231103949933
wait,0.027896015444732653,gladly,0.03828499582655707,subtle,0.028542853676332424,country,0.04169957061892715,apology,0.03432231103949933
way,0.027896015444732653,praying,0.03828499582655707,lord,0.028542853676332424,mutual,0.04169957061892715,close,0.033839034856599184
kill,0.02624003327728099,lady,0.03828499582655707,yesterday,0.028542853676332424,caving,0.04169957061892715,right,0.03270953022130836
apart,0.02613791757521213,ripping,0.03828499582655707,care,0.02814095529140431,beautiful,0.041112418742874926,hand,0.03270953022130836
forever,0.02613791757521213,til,0.03828499582655707,keep,0.02814095529140431,long,0.039740137655814356,along,0.02900488701994216
slipping,0.026019075918751706,gentleman,0.03828499582655707,eye,0.02814095529140431,still,0.039740137655814356,new,0.028732564642911518
dream,0.026019075918751706,confessing,0.03828499582655707,looking,0.02814095529140431,night,0.039740137655814356,told,0.028732564642911518
pushed,0.026019075918751706,rose,0.03828499582655707,day,0.027201645421077014,something,0.03523921606532136,day,0.028620838943644818
spare,0.026019075918751706,intention,0.03828499582655707,enough,0.027201645421077014,sometimes,0.03523921606532136,night,0.028620838943644818
permanent,0.026019075918751706,consuming,0.03828499582655707,missing,0.023894352201533724,cool,0.03490836054166404,said,0.028620838943644818
stringing,0.026019075918751706,sacrifice,0.03828499582655707,holding,0.023894352201533724,new,0.03490836054166404,lately,0.028620838943644818
suffocating,0.026019075918751706,puppet,0.03828499582655707,open,0.023894352201533724,change,0.03477262044883756,let,0.028620838943644818
realize,0.026019075918751706,prepared,0.03828499582655707,kind,0.023894352201533724,said,0.03477262044883756,wrong,0.028620838943644818
replace,0.026019075918751706,care,0.03774592295864577,wanted,0.023894352201533724,mean,0.03477262044883756,give,0.028620838943644818
shot,0.026019075918751706,hate,0.03774592295864577,much,0.023801439743442388,enough,0.03477262044883756,dress,0.02769102443582429
clear,0.026019075918751706,guess,0.03774592295864577,play,0.023801439743442388,warning,0.0336429510135031,hell,0.02769102443582429
harm,0.026019075918751706,try,0.036486011287825575,heart,0.023801439743442388,uh,0.0336429510135031,made,0.02769102443582429
fog,0.026019075918751706,long,0.036486011287825575,even,0.023801439743442388,meet,0.0336429510135031,callin,0.025741733279624496
sorry,0.025652713651416845,make,0.036486011287825575,woah,0.023028194625643948,pain,0.0336429510135031,heather,0.025741733279624496
help,0.025652713651416845,wa,0.036486011287825575,playing,0.023028194625643948,ten,0.0336429510135031,famous,0.025741733279624496
thought,0.02479645817309569,enough,0.036486011287825575,throw,0.023028194625643948,reciprocate,0.03127467796419536,born,0.025741733279624496
night,0.02479645817309569,nobody,0.036486011287825575,ready,0.023028194625643948,appear,0.03127467796419536,nicole,0.025741733279624496
wa,0.02479645817309569,find,0.032353648250267805,climb,0.023028194625643948,since,0.03127467796419536,tiffany,0.025741733279624496
home,0.02479645817309569,might,0.032353648250267805,sucker,0.021407140257249317,japan,0.03127467796419536,terrified,0.025741733279624496
even,0.02479645817309569,good,0.032353648250267805,facing,0.021407140257249317,bringing,0.03127467796419536,coast,0.025741733279624496
care,0.02198804027264301,die,0.03204988487442468,ruined,0.021407140257249317,chase,0.03127467796419536,perfume,0.025741733279624496
word,0.02198804027264301,underneath,0.03204988487442468,top,0.021407140257249317,safety,0.03127467796419536,east,0.025741733279624496
knew,0.02198804027264301,skin,0.03204988487442468,explosion,0.021407140257249317,tightrope,0.03127467796419536,weather,0.025741733279624496
forget,0.02198804027264301,free,0.03204988487442468,changed,0.021407140257249317,fly,0.03127467796419536,nicky,0.025741733279624496
lover,0.021781597979343446,driving,0.03204988487442468,mount,0.021407140257249317,finally,0.03127467796419536,still,0.02453214766598127
stop,0.021781597979343446,think,0.03192525987684738,hearted,0.021407140257249317,men,0.03127467796419536,nobody,0.02453214766598127
used,0.021781597979343446,want,0.03192525987684738,speed,0.021407140257249317,stuck,0.03127467796419536,little,0.02453214766598127
slow,0.021781597979343446,mean,0.03192525987684738,full,0.021407140257249317,crowned,0.03127467796419536,even,0.02453214766598127
people,0.021781597979343446,fix,0.03088809357093011,throttle,0.021407140257249317,hi,0.03127467796419536,think,0.02453214766598127
wall,0.021781597979343446,lung,0.03088809357093011,view,0.021407140257249317,net,0.03127467796419536,making,0.024170739183285134
two,0.021781597979343446,set,0.03088809357093011,emotion,0.021407140257249317,trapped,0.03127467796419536,thinking,0.024170739183285134
could,0.02169690090145873,flame,0.03088809357093011,screaming,0.021407140257249317,even,0.029805103241860767,turn,0.024170739183285134
try,0.02169690090145873,pick,0.03088809357093011,kilimanjaro,0.021407140257249317,feeling,0.029805103241860767,start,0.024170739183285134
crazy,0.02169690090145873,hide,0.03088809357093011,waiting,0.021407140257249317,left,0.029805103241860767,trying,0.024170739183285134
tonight,0.02169690090145873,worried,0.03088809357093011,bother,0.021407140257249317,heart,0.029805103241860767,listen,0.024170739183285134
leave,0.02169690090145873,string,0.03088809357093011,blow,0.021407140257249317,talk,0.029805103241860767,part,0.022986051714329214
right,0.02169690090145873,deserves,0.0287137468699178,problem,0.021407140257249317,nothing,0.029366013387767807,mine,0.022986051714329214
look,0.02169690090145873,instead,0.0287137468699178,liar,0.021407140257249317,might,0.029366013387767807,half,0.022986051714329214
said,0.02169690090145873,wasted,0.0287137468699178,posted,0.021407140257249317,told,0.02792668843333123,die,0.022986051714329214
head,0.02169690090145873,consequence,0.0287137468699178,ashamed,0.021407140257249317,believe,0.02792668843333123,sure,0.022986051714329214
soon,0.020992026621824793,motion,0.0287137468699178,alone,0.02040123406580776,single,0.02792668843333123,bout,0.022986051714329214
woah,0.020992026621824793,turning,0.0287137468699178,better,0.02040123406580776,le,0.02792668843333123,save,0.02076826832686822
telling,0.020992026621824793,decision,0.0287137468699178,wait,0.02040123406580776,without,0.02792668843333123,okay,0.02076826832686822
erase,0.020992026621824793,tear,0.0287137468699178,need,0.02040123406580776,bout,0.02792668843333123,gave,0.02076826832686822
happier,0.020992026621824793,inhibition,0.0287137468699178,world,0.02010068235100308,wall,0.02792668843333123,expect,0.02076826832686822
pain,0.020992026621824793,manipulate,0.0287137468699178,word,0.02010068235100308,late,0.02792668843333123,given,0.02076826832686822
pas,0.01951430693906378,wrong,0.027364508465869183,move,0.01911548176122698,hotel,0.025232213260127322,heart,0.020443456388317727
bear,0.01951430693906378,first,0.027364508465869183,fire,0.01911548176122698,came,0.025232213260127322,time,0.020443456388317727
heavy,0.01951430693906378,could,0.027364508465869183,closer,0.01911548176122698,mile,0.025232213260127322,gone,0.020443456388317727
