word,Handwritten (Deluxe),word,Illuminate (Deluxe),word,Nine Track Mind (Deluxe),word,Shawn Mendes,word,Voicenotes
respect,0,tried,0,walked,0,whoa,0,town,0
regrets,0,tripping,0,sound,0,plan,0,track,0
resist,0,trouble,0,watch,0,plane,0,train,0
reputation,0,troubled,0,wasting,0,planned,0,trapped,0
pull,0,truce,0,reap,0,well,0,tripping,0
repost,0,turn,0,sounds,0,plays,0,troubled,0
provoking,0,turns,0,soul,0,pointless,0,truce,0
proud,0,twelve,0,waste,0,waves,0,true,0
red-eye,0,type,0,wasted,0,water,0,truth,0
price,0,typical,0,realize,0,wind,0,turning,0
pride,0,ugly,0,standing,0,walking,0,turns,0
remind,0,till,0,rainbows,0,pushed,0,twelve,0
promoting,0,tightrope,0,sow,0,pushing,0,throne,0
remains,0,tight,0,standards,0,written,0,thrill,0
problems,0,thousand,0,raise,0,questions,0,threw,0
promises,0,telling,0,wants,0,winnings,0,thread,0
relationships,0,temporary,0,war,0,quick,0,sunday,0
promised,0,tempting,0,warning,0,wander,0,sunrise,0
push,0,ten,0,walls,0,wall,0,suns,0
prepared,0,tension,0,staring,0,quickly,0,superman,0
ruined,0,terrified,0,waking,0,punched,0,surfacing,0
reeling,0,thank,0,upon,0,waiting,0,surprised,0
pointless,0,theirselves,0,vibe,0,wishlist,0,sutra,0
river,0,thinkin,0,relationships,0,waited,0,sweet,0
poison,0,thinking,0,stomp,0,raise,0,talking,0
popular,0,thinks,0,use,0,rate,0,taste,0
posing,0,thread,0,upstairs,0,rather,0,tear,0
ripping,0,tiffany,0,stopping,0,waist,0,tearing,0
rings,0,threw,0,unraveling,0,reaching,0,telling,0
quick,0,thrill,0,reassure,0,puppet,0,temporary,0
rhythm,0,throne,0,remind,0,pulls,0,tempting,0
posse,0,throttle,0,replace,0,pretty,0,ten,0
questions,0,throw,0,stories,0,promised,0,tension,0
posted,0,throwin,0,something,0,price,0,testified,0
questioning,0,throwing,0,reputation,0,pride,0,testify,0
question,0,thunder,0,resist,0,prison,0,thank,0
pouring,0,tickets,0,regretted,0,probably,0,thing,0
power,0,tie,0,stitches,0,problems,0,thinkin,0
pray,0,tied,0,wah,0,watch,0,thinks,0
queen,0,uh,0,regret,0,wasting,0,thoughts,0
praying,0,unraveling,0,waist,0,wasted,0,thousand,0
riding,0,ruler,0,staying,0,window,0,twice,0
specific,0,upstairs,0,waited,0,war,0,typical,0
ruler,0,whoa,0,waitin,0,promises,0,safety,0
tiffany,0,wind,0,reel,0,promoting,0,words,0
tightrope,0,winnings,0,started,0,propose,0,win,0
timeline,0,winter,0,stars,0,proud,0,wind,0
tired,0,wishlist,0,recognize,0,prove,0,window,0
today,0,without,0,sore,0,provoking,0,winnings,0
tomorrow,0,woah,0,race,0,pulled,0,winter,0
took,0,woke,0,recklessness,0,river,0,wishlist,0
top,0,wonder,0,wake,0,ripping,0,without,0
tough,0,wondered,0,reciprocate,0,things,0,woah,0
tower,0,word,0,space,0,rivers,0,woke,0
train,0,work,0,sure,0,tied,0,wonder,0
trapped,0,worked,0,quite,0,stained,0,wondered,0
traveling,0,worry,0,possibly,0,stakes,0,word,0
treat,0,worth,0,word,0,stand,0,worked,0
truce,0,wrapped,0,price,0,standards,0,ugly,0
trust,0,wrapping,0,pretty,0,standing,0,worried,0
tryna,0,write,0,pretending,0,star,0,worry,0
turning,0,written,0,spoken,0,tight,0,worse,0
ugly,0,years,0,work,0,tiffany,0,worst,0
uh,0,yell,0,pressure,0,start,0,worth,0
uncomfortable,0,yesterday,0,prepared,0,tie,0,wrapped,0
unraveling,0,yet,0,praying,0,spinning,0,write,0
tight,0,young,0,pray,0,tickets,0,written,0
tied,0,youth,0,worked,0,thunder,0,years,0
talking,0,whatever,0,worried,0,throwing,0,yell,0
tickets,0,well,0,spend,0,step,0,yesterday,0
tear,0,weather,0,worse,0,throwin,0,youth,0
television,0,walking,0,worst,0,stitches,0,willing,0
temporary,0,use,0,probably,0,stomp,0,whatever,0
tempting,0,usually,0,worth,0,stop,0,weight,0
ten,0,view,0,wrapped,0,stopping,0,weeks,0
tension,0,voice,0,wrapping,0,spoken,0,uh,0
terrified,0,wah,0,write,0,spine,0,underneath,0
testified,0,waist,0,spending,0,unraveling,0,understand,0
testify,0,waited,0,poison,0,sound,0,upon,0
thank,0,waitin,0,spent,0,work,0,use,0
theirselves,0,waiting,0,playin,0,sneak,0,used,0
thing,0,waking,0,years,0,softly,0,usually,0
thinkin,0,walked,0,yell,0,someday,0,vibe,0
thinks,0,wall,0,plays,0,somehow,0,view,0
thousand,0,wearing,0,yet,0,somewhere,0,voice,0
thrill,0,walls,0,young,0,songs,0,wah,0
throne,0,wander,0,youth,0,soon,0,waited,0
throttle,0,wanted,0,prison,0,sore,0,waitin,0
throw,0,wants,0,stained,0,sow,0,waiting,0
throwin,0,war,0,quit,0,spent,0,waking,0
throwing,0,warning,0,willing,0,space,0,walked,0
upon,0,watch,0,waves,0,perfume,0,wall,0
upstairs,0,water,0,quickly,0,spare,0,walls,0
usually,0,waves,0,rest,0,speak,0,wander,0
vibe,0,weak,0,questions,0,till,0,wasted,0
window,0,wear,0,questioning,0,speed,0,water,0
winnings,0,television,0,weather,0,spell,0,waves,0
winter,0,taking,0,weeks,0,spend,0,weak,0
wish,0,sweet,0,weight,0,spending,0,wear,0
wishlist,0,sutra,0,spare,0,throw,0,wearing,0
woke,0,share,0,speak,0,stories,0,sun,0
wondered,0,shine,0,stand,0,story,0,summer,0
wondering,0,shining,0,pushed,0,taking,0,suffocating,0
word,0,shoes,0,wild,0,superman,0,singing,0
worried,0,shot,0,push,0,supposed,0,shoulders,0
worry,0,shoulder,0,win,0,thousand,0,shut,0
worst,0,shut,0,promised,0,surface,0,side,0
worth,0,shy,0,puppet,0,thoughts,0,sides,0
wrapped,0,sides,0,wind,0,surfacing,0,sight,0
wrapping,0,signs,0,punched,0,sutra,0,sign,0
write,0,since,0,window,0,swear,0,simple,0
written,0,sing,0,pulling,0,takes,0,simply,0
ya,0,singin,0,pulled,0,tear,0,since,0
yesterday,0,singing,0,pull,0,stray,0,sincere,0
young,0,single,0,winter,0,tearing,0,sing,0
youth,0,sipping,0,specific,0,television,0,singin,0
willing,0,sister,0,proud,0,temporary,0,sinking,0
wild,0,sisters,0,propose,0,tempting,0,suffer,0
whoa,0,six,0,stakes,0,terrified,0,sipping,0
wander,0,size,0,promises,0,testified,0,sister,0
view,0,ski,0,woke,0,testify,0,six,0
voice,0,sky,0,underneath,0,thank,0,size,0
waist,0,sleep,0,twice,0,theirselves,0,ski,0
waitin,0,sleeping,0,rhythm,0,suns,0,skin,0
waiting,0,slipping,0,separate,0,sun,0,sky,0
wake,0,shame,0,summer,0,suffocating,0,slam,0
waking,0,shake,0,tension,0,suffer,0,sleeping,0
walked,0,shady,0,situation,0,street,0,slipping,0
wall,0,screaming,0,self-conscious,0,streets,0,slowly,0
wanted,0,rumors,0,sunday,0,throttle,0,small,0
weeks,0,run,0,sense,0,throne,0,shoulder,0
wants,0,runnin,0,sisters,0,stressing,0,shot,0
war,0,rush,0,scary,0,stride,0,shoes,0
warning,0,sad,0,seriously,0,string,0,shining,0
wasted,0,safe,0,serve,0,stringing,0,says,0
water,0,safety,0,telling,0,strings,0,scary,0
weak,0,save,0,settle,0,stroll,0,scream,0
wear,0,saw,0,television,0,thrill,0,screaming,0
wearing,0,scary,0,tearing,0,threw,0,scrolling,0
weather,0,scream,0,terrified,0,wondered,0,seams,0
taste,0,scrolling,0,seems,0,studs,0,searching,0
sweet,0,sexy,0,testified,0,thread,0,second,0
rumors,0,seams,0,seem,0,wonder,0,secrets,0
shame,0,searching,0,six,0,stumbled,0,section,0
shy,0,section,0,seeing,0,subtle,0,seeing,0
sight,0,seeing,0,testify,0,sucker,0,seem,0
sign,0,self-conscious,0,suffocating,0,smoking,0,seems,0
signs,0,sell,0,theirselves,0,smile,0,self-conscious,0
simple,0,sense,0,thinkin,0,smell,0,sell,0
simply,0,separate,0,thinks,0,turning,0,sense,0
since,0,seriously,0,though,0,scared,0,set,0
sincere,0,serve,0,searching,0,scary,0,settle,0
sing,0,settle,0,seams,0,scream,0,sexy,0
singing,0,smell,0,scrolling,0,screaming,0,shake,0
single,0,smoking,0,thoughts,0,seams,0,shaking,0
sinking,0,sneak,0,thread,0,searching,0,shame,0
sipping,0,subtle,0,tear,0,second,0,shawn,0
sister,0,stories,0,shady,0,secrets,0,sheets,0
sisters,0,stray,0,taste,0,section,0,shine,0
situation,0,streets,0,swear,0,tryna,0,smell,0
six,0,stress,0,sincere,0,shady,0,smile,0
size,0,stressed,0,surfacing,0,worry,0,smoking,0
ski,0,stressing,0,singin,0,seen,0,stand,0
sky,0,stride,0,since,0,sell,0,star,0
slam,0,stringing,0,simply,0,sense,0,staring,0
share,0,stroll,0,simple,0,separate,0,stars,0
shady,0,stuck,0,signs,0,woah,0,started,0
swear,0,studs,0,sign,0,serve,0,step,0
sexy,0,sucker,0,sight,0,set,0,stitches,0
run,0,stomp,0,surprised,0,settle,0,stomp,0
runnin,0,suffer,0,sides,0,turns,0,stop,0
rush,0,suffocating,0,supposed,0,twelve,0,story,0
sacrifice,0,summer,0,shy,0,save,0,stray,0
safety,0,sun,0,shut,0,worse,0,street,0
save,0,sunday,0,shoulders,0,road,0,streets,0
saw,0,sunrise,0,sister,0,uncomfortable,0,stress,0
saying,0,suns,0,shoulder,0,ropes,0,stressed,0
says,0,superman,0,shot,0,rose,0,stride,0
scared,0,surface,0,sweet,0,rough,0,string,0
scream,0,surfacing,0,shoes,0,round,0,stringing,0
screaming,0,surprised,0,shining,0,ruin,0,strings,0
scrolling,0,stopping,0,shine,0,ruined,0,stroll,0
section,0,stitches,0,sheets,0,typical,0,strong,0
seems,0,ooh-ooh-oh,0,shawn,0,type,0,stuck,0
self-conscious,0,spell,0,takes,0,rumors,0,studs,0
sell,0,somehow,0,taking,0,run,0,stumbled,0
separate,0,somewhere,0,sinking,0,running,0,subtle,0
seriously,0,song,0,shaking,0,worst,0,sucker,0
serve,0,soon,0,sunrise,0,rush,0,standards,0
set,0,sore,0,talking,0,two,0,stakes,0
sleep,0,sound,0,three,0,sacrifice,0,sneak,0
slip,0,sounds,0,threw,0,sad,0,stained,0
slowly,0,sow,0,uncomfortable,0,safe,0,softly,0
small,0,spare,0,troubled,0,sexy,0,someday,0
stress,0,specific,0,ruin,0,shaking,0,somehow,0
stressed,0,speed,0,trying,0,willing,0,sometimes,0
stressing,0,spend,0,street,0,ski,0,song,0
stride,0,step,0,smell,0,singin,0,songs,0
string,0,spent,0,truce,0,town,0,soon,0
stroll,0,spine,0,small,0,world,0,sore,0
stuck,0,spinning,0,ruler,0,tower,0,sorry,0
studs,0,stained,0,says,0,sinking,0,outta,0
stumbled,0,stakes,0,rumors,0,sipping,0,sound,0
subtle,0,standards,0,tripping,0,sisters,0,sounds,0
sucker,0,standing,0,stress,0,situation,0,sow,0
suffer,0,star,0,treat,0,size,0,space,0
sunday,0,stars,0,traveling,0,tough,0,spare,0
sunrise,0,started,0,trapped,0,shame,0,speak,0
suns,0,staying,0,round,0,touched,0,specific,0
superman,0,ooh-ooh-ooh,0,tryna,0,slam,0,speed,0
supposed,0,loud,0,rose,0,sleeping,0,spell,0
sure,0,ooh-ooh,0,turning,0,slip,0,spend,0
surface,0,d-d-does,0,ropes,0,slipping,0,spending,0
surprised,0,couple,0,turns,0,slow,0,spent,0
sutra,0,cozy,0,sneak,0,worked,0,spine,0
streets,0,crash,0,softly,0,small,0,spinning,0
street,0,craving,0,twelve,0,top,0,spoken,0
stray,0,crawling,0,someday,0,sincere,0,over-complicate,0
perfectly,0,creepin,0,surface,0,track,0,loud,0
smoking,0,crowd,0,two,0,train,0,outside,0
softly,0,crowned,0,typical,0,traveling,0,cut,0
somebody,0,cruel,0,ugly,0,share,0,dad,0
somewhere,0,crying,0,ripping,0,trust,0,daily,0
song,0,cups,0,rings,0,shawn,0,damn,0
songs,0,curse,0,somehow,0,sheets,0,dances,0
soul,0,cut,0,stressed,0,shine,0,dangerously,0
sounds,0,daily,0,runnin,0,shining,0,dark,0
speak,0,devastation,0,slowly,0,shot,0,darkest,0
speed,0,dance,0,tired,0,shoulder,0,darkness,0
story,0,dances,0,stumbled,0,shoulders,0,darling,0
spell,0,dangerously,0,stuck,0,troubled,0,dawn,0
spending,0,dare,0,skin,0,shut,0,daybreak,0
spine,0,darkest,0,throwin,0,shy,0,dead,0
spoken,0,darkness,0,throwing,0,trouble,0,dear,0
star,0,dawn,0,thunder,0,tripping,0,decide,0
staring,0,daybreak,0,sky,0,sides,0,decisions,0
staying,0,dear,0,tie,0,sign,0,deep,0
step,0,deeper,0,tiffany,0,signs,0,deeper,0
stopping,0,defense,0,slam,0,simple,0,defense,0
perfume,0,deleted,0,tightrope,0,simply,0,describe,0
'90s,0,describe,0,timeline,0,seriously,0,deserves,0
perfect,0,country,0,strings,0,'90s,0,detonate-detonator,0
deserves,0,couch,0,stringing,0,perfect,0,devastation,0
dark,0,cost,0,sleeping,0,deleted,0,diamond,0
darkest,0,corner,0,stressing,0,dark,0,dipping,0
dawn,0,city,0,today,0,darkest,0,dirty,0
daybreak,0,clap,0,spinning,0,darkness,0,disappointment,0
days,0,class,0,told,0,darling,0,discovering,0
dear,0,clear,0,tomorrow,0,dawn,0,d-d-does,0
decide,0,climb,0,slip,0,days,0,curse,0
decisions,0,climbing,0,safety,0,dead,0,dog,0
deep,0,club,0,safe,0,decide,0,cruel,0
deleted,0,coast,0,slipping,0,decisions,0,complete,0
deny,0,comes,0,sad,0,deep,0,completely,0
deserve,0,comfortable,0,sacrifice,0,deeper,0,conceited,0
detonate-detonator,0,coming,0,slow,0,defense,0,confessing,0
dangerously,0,compared,0,touched,0,deny,0,confession,0
devastation,0,competition,0,string,0,dangerously,0,connected,0
diamond,0,complete,0,town,0,describe,0,consequences,0
different,0,completely,0,'90s,0,deserve,0,considered,0
differently,0,complicated,0,loud,0,deserves,0,consuming,0
dipping,0,complied,0,plans,0,detonate-detonator,0,control,0
dirt,0,conceited,0,doin,0,diamond,0,conversations,0
disappointment,0,confront,0,curse,0,die,0,cool,0
discovering,0,connected,0,cut,0,differently,0,cooler,0
dm,0,considered,0,d-d-does,0,dipping,0,cop,0
dog,0,conversations,0,dad,0,dirt,0,coping,0
doin,0,convince,0,dances,0,dirty,0,corner,0
done,0,cool,0,dare,0,discovering,0,cost,0
dare,0,cooler,0,dark,0,dm,0,couch,0
dances,0,cop,0,darkness,0,dare,0,country,0
followed,0,coping,0,daybreak,0,dance,0,cozy,0
cop,0,detonate-detonator,0,dead,0,pay,0,crash,0
complied,0,diamond,0,dear,0,corner,0,craving,0
conceited,0,choking,0,decide,0,complete,0,crawling,0
confessing,0,fading,0,decisions,0,completely,0,crime,0
confession,0,exactly,0,deep,0,complicated,0,cross,0
confront,0,excited,0,deeper,0,complied,0,crowd,0
connected,0,excuses,0,defense,0,confessing,0,crowned,0
consequences,0,expect,0,deleted,0,confession,0,dm,0
considered,0,expecting,0,deny,0,confront,0,drawn,0
consuming,0,explain,0,deserves,0,consequences,0,comfortable,0
conversations,0,explosion,0,devastation,0,considered,0,fading,0
convince,0,express,0,die,0,consuming,0,falling,0
cooler,0,eye,0,differently,0,cop,0,familiar,0
coping,0,eyes,0,dirt,0,coping,0,fan,0
daily,0,faces,0,dirty,0,cost,0,far,0
couch,0,facing,0,disappointment,0,damn,0,fast,0
country,0,fact,0,cups,0,cozy,0,favorite,0
couple,0,fair,0,crying,0,crash,0,feel,0
crawling,0,differently,0,cry,0,craving,0,feeling,0
creepin,0,faith,0,control,0,creepin,0,feels,0
crowned,0,fake,0,competition,0,crime,0,feet,0
cruel,0,falling,0,complete,0,cross,0,figure,0
cry,0,familiar,0,complicated,0,crowd,0,figured,0
crying,0,family,0,complied,0,cruel,0,fill,0
cups,0,famous,0,conceited,0,crying,0,filled,0
curse,0,fast,0,confessing,0,cups,0,finally,0
dad,0,faster,0,confession,0,d-d-does,0,fine,0
dress,0,father,0,confront,0,daily,0,fingers,0
drink,0,favorite,0,connected,0,dog,0,fire,0
drinks,0,feelin,0,consequences,0,doin,0,fit,0
figure,0,feelings,0,consuming,0,drawn,0,fix,0
familiar,0,feels,0,conversations,0,father,0,flame,0
family,0,everywhere,0,crowned,0,eye,0,flash,0
famous,0,eternity,0,convince,0,faces,0,flew,0
fan,0,erase,0,cooler,0,facing,0,flight,0
fast,0,ends,0,corner,0,fading,0,flipped,0
faster,0,dipping,0,cost,0,fair,0,floor,0
father,0,dirt,0,couch,0,faith,0,fly,0
fault,0,dirty,0,country,0,fake,0,fake,0
favorite,0,disappointment,0,cozy,0,family,0,fact,0
feelings,0,dm,0,crawling,0,famous,0,dream,0
fell,0,dog,0,creepin,0,fan,0,facing,0
fight,0,doin,0,cross,0,far,0,dreaming,0
figured,0,done,0,crowd,0,faster,0,dreams,0
drive,0,drawn,0,discovering,0,fault,0,dressed,0
fill,0,dream,0,drawn,0,dream,0,drink,0
filled,0,dreaming,0,fly,0,feelin,0,drinks,0
finally,0,dreams,0,dream,0,feet,0,drive,0
find,0,dress,0,familiar,0,figure,0,drop,0
fingers,0,dressed,0,family,0,figured,0,drownin,0
fit,0,drink,0,famous,0,fill,0,dry,0
flash,0,drinks,0,fan,0,fine,0,ease,0
flight,0,drownin,0,fast,0,fire,0,easier,0
flipped,0,drunk,0,faster,0,fix,0,easily,0
floor,0,dry,0,father,0,flame,0,easy,0
fly,0,dumb,0,fault,0,flash,0,electrified,0
flying,0,dying,0,favorite,0,flew,0,emotions,0
fake,0,ease,0,feelin,0,flipped,0,ends,0
faith,0,east,0,feelings,0,express,0,erase,0
fading,0,either,0,feels,0,explosion,0,eternity,0
fact,0,electrified,0,fell,0,explain,0,everyday,0
driving,0,emotions,0,figure,0,expecting,0,everywhere,0
drop,0,encore,0,fill,0,dreams,0,exactly,0
drownin,0,christ,0,filled,0,dress,0,excited,0
drunk,0,chill,0,finally,0,dressed,0,expecting,0
dry,0,figured,0,fine,0,drive,0,explosion,0
ease,0,awake,0,fingers,0,driving,0,express,0
easier,0,apartment,0,fit,0,drop,0,eye,0
easily,0,apologies,0,fix,0,dry,0,faces,0
east,0,apologize,0,flame,0,dumb,0,compared,0
either,0,appear,0,flew,0,easier,0,come,0
electrified,0,argue,0,flight,0,easily,0,focus,0
emotions,0,arms,0,flipped,0,east,0,ashamed,0
empty,0,ashamed,0,falling,0,easy,0,askin,0
encore,0,asked,0,faith,0,either,0,asleep,0
ends,0,askin,0,fair,0,electrified,0,astrid,0
everybody,0,asleep,0,encore,0,else,0,attached,0
exactly,0,astrid,0,dreaming,0,emotions,0,awake,0
excited,0,attached,0,dreams,0,empty,0,awkward,0
excuses,0,attention,0,dressed,0,encore,0,awoken,0
expect,0,awoken,0,drinks,0,end,0,ay,0
explain,0,bigger,0,drownin,0,ends,0,bad,0
explosion,0,ay,0,dumb,0,eternity,0,bank,0
express,0,bank,0,ease,0,everyday,0,barely,0
faces,0,barely,0,easier,0,everyone,0,bathroom,0
facing,0,bathroom,0,east,0,everywhere,0,bear,0
complicated,0,battery,0,either,0,excuses,0,beating,0
completely,0,bear,0,empty,0,competition,0,beautiful,0
competition,0,beating,0,end,0,coming,0,begging,0
babe,0,bed,0,fact,0,comes,0,behind,0
apologies,0,beg,0,erase,0,bear,0,belong,0
apologize,0,believe,0,eternity,0,ashamed,0,best,0
appear,0,believed,0,everybody,0,asking,0,bet,0
argue,0,beside,0,everyday,0,astrid,0,big,0
ashamed,0,bet,0,everywhere,0,attached,0,bit,0
asked,0,anywhere,0,excited,0,attention,0,bitter,0
askin,0,anything,0,excuses,0,awake,0,black,0
asking,0,anxious,0,expect,0,awkward,0,bleed,0
attention,0,anthem,0,expecting,0,awoken,0,blinded,0
awkward,0,'em,0,explain,0,ay,0,blinds,0
awoken,0,'less,0,eye,0,bank,0,asked,0
ay,0,'round,0,comfortable,0,barely,0,arms,0
bad,0,23,0,comes,0,battery,0,blood,0
blinds,0,25,0,coast,0,beating,0,argue,0
bank,0,a-ooh-ooh-ooh,0,club,0,bleed,0,'less,0
bathroom,0,a.m,0,anxious,0,beg,0,'til,0
battery,0,acapella,0,anyone,0,behind,0,25,0
beg,0,accusations,0,anything,0,believed,0,a.m,0
behind,0,aching,0,anytime,0,belong,0,acapella,0
believed,0,act,0,apart,0,beside,0,aching,0
beside,0,actin,0,apartment,0,bet,0,across,0
bet,0,acting,0,apologies,0,big,0,act,0
bigger,0,adding,0,apologize,0,bigger,0,acting,0
biggest,0,admit,0,appear,0,biggest,0,adelaide,0
birthday,0,adrenaline,0,argue,0,birthday,0,adrenaline,0
blame,0,afternoon,0,ask,0,bitter,0,aftertaste,0
apartment,0,aftertaste,0,asked,0,black,0,ah-ah,0
anywhere,0,ah,0,askin,0,apologize,0,ahead,0
anyway,0,ah-ah,0,asking,0,apologies,0,air,0
anyone,0,ai,0,asleep,0,apart,0,alive,0
'em,0,alive,0,astrid,0,anywhere,0,almost,0
'less,0,almost,0,attached,0,'em,0,answered,0
'round,0,along,0,awake,0,'round,0,answers,0
'til,0,another,0,awkward,0,'til,0,anthem,0
23,0,answered,0,bad,0,23,0,anyone,0
a-ooh-ooh-ooh,0,answers,0,barely,0,25,0,anything,0
a.m,0,big,0,bathroom,0,a-ooh-ooh-ooh,0,anytime,0
acapella,0,biggest,0,battery,0,acapella,0,anyway,0
accusations,0,cheers,0,bear,0,accusations,0,anywhere,0
across,0,car,0,beating,0,aching,0,apartment,0
act,0,brush,0,anthem,0,actin,0,appear,0
actin,0,bucks,0,answers,0,adding,0,blocks,0
acting,0,burn,0,another,0,adelaide,0,blow,0
adding,0,burning,0,actin,0,afternoon,0,cold,0
adelaide,0,burnt,0,'em,0,aftertaste,0,café,0
admit,0,bust,0,'less,0,ah-ah,0,came,0
adrenaline,0,buy,0,'round,0,alive,0,car,0
afternoon,0,bye,0,'til,0,almost,0,care,0
ahead,0,c'mon,0,23,0,already,0,cares,0
ai,0,café,0,25,0,alright,0,carry,0
almost,0,call,0,a-ooh-ooh-ooh,0,another,0,cash,0
already,0,callin,0,a.m,0,answered,0,casino,0
answered,0,came,0,accusations,0,anthem,0,cause,0
answers,0,carry,0,aching,0,anymore,0,caving,0
anxious,0,birthday,0,across,0,anyone,0,ceiling,0
blinded,0,cash,0,acting,0,anyway,0,cents,0
blocks,0,casino,0,alright,0,blame,0,champagne,0
compared,0,caught,0,adding,0,blinded,0,changed,0
checking,0,cause,0,adelaide,0,coast,0,chase,0
cares,0,caving,0,admit,0,chance,0,checking,0
cash,0,ceiling,0,adrenaline,0,bye,0,cheers,0
casino,0,cents,0,afternoon,0,c'mon,0,chest,0
cause,0,champagne,0,aftertaste,0,callin,0,chill,0
caving,0,chance,0,ah,0,calling,0,choking,0
ceiling,0,changed,0,ah-ah,0,car,0,christ,0
champagne,0,chase,0,ahead,0,cares,0,clap,0
chance,0,cheated,0,alive,0,carry,0,class,0
changed,0,checking,0,already,0,cash,0,clear,0
changing,0,brothers,0,bed,0,casino,0,climb,0
chase,0,brokenhearted,0,beg,0,cause,0,climbing,0
cheated,0,brings,0,begging,0,cents,0,closer,0
cheers,0,bringing,0,caving,0,champagne,0,club,0
blood,0,bitter,0,brothers,0,changed,0,calling,0
chest,0,black,0,brush,0,blow,0,c'mon,0
chill,0,blame,0,burning,0,cheated,0,blue,0
choking,0,bleed,0,burnt,0,checking,0,buy,0
christ,0,blinded,0,bust,0,choking,0,blues,0
city,0,blinds,0,bye,0,christ,0,bone,0
class,0,blocks,0,café,0,city,0,bones,0
climbing,0,blood,0,callin,0,clap,0,bother,0
closer,0,blow,0,calling,0,class,0,bottle,0
clothes,0,blue,0,came,0,clear,0,bottles,0
coast,0,blues,0,cares,0,climb,0,bought,0
comes,0,bone,0,ceiling,0,climbing,0,boulevard,0
comfortable,0,born,0,broken,0,clothes,0,bout,0
car,0,bother,0,cents,0,club,0,brain,0
callin,0,bottle,0,chase,0,buy,0,breakfast,0
café,0,bottles,0,cheated,0,bust,0,breaking,0
c'mon,0,bought,0,cheers,0,burnt,0,breaks,0
blow,0,boulevard,0,chest,0,burning,0,breath,0
blue,0,bout,0,chill,0,blue,0,breathe,0
blues,0,boy,0,city,0,blues,0,bright,0
body,0,boyfriend,0,clap,0,body,0,bring,0
bone,0,brain,0,clear,0,bone,0,bringing,0
born,0,breakfast,0,close,0,bones,0,brings,0
bother,0,breaks,0,clothes,0,born,0,broken,0
bottle,0,breath,0,brother,0,bother,0,brother,0
bottles,0,bright,0,brings,0,bottle,0,brush,0
bought,0,bring,0,believe,0,bottles,0,bucks,0
boulevard,0,fell,0,blinds,0,bought,0,burn,0
boy,0,filled,0,believed,0,boulevard,0,burning,0
boyfriend,0,ooh-oh,0,belong,0,bout,0,burnt,0
brain,0,lose,0,beside,0,boy,0,bust,0
breakfast,0,limelight,0,best,0,boyfriend,0,flying,0
breaking,0,limousine,0,big,0,brain,0,fog,0
bringing,0,line,0,bigger,0,breaking,0,ordinary,0
brokenhearted,0,list,0,biggest,0,breaks,0,likes,0
brother,0,live,0,birthday,0,bright,0,limousine,0
brothers,0,lived,0,bit,0,bring,0,line,0
brush,0,lock,0,bitter,0,brings,0,lips,0
bucks,0,longer,0,bleed,0,brokenhearted,0,live,0
burn,0,looked,0,blocks,0,brother,0,living,0
buy,0,lookin,0,bringing,0,brothers,0,lonely,0
bye,0,looking,0,blood,0,bucks,0,longer,0
follow,0,looks,0,bones,0,burn,0,lookin,0
followers,0,lord,0,born,0,flying,0,looks,0
pay,0,lotto,0,bout,0,fog,0,lord,0
meant,0,may,0,boy,0,follow,0,losing,0
mad,0,'bout,0,boyfriend,0,marvin,0,lost,0
made,0,loved,0,breakfast,0,lotto,0,lot,0
magic,0,lover,0,breaking,0,loved,0,lotto,0
makes,0,lovin,0,breaks,0,lover,0,lovin,0
man,0,lower,0,breath,0,lovin,0,lower,0
manipulate,0,luck,0,bring,0,lower,0,luck,0
many,0,lured,0,floor,0,luck,0,lungs,0
marvin,0,mad,0,flying,0,lungs,0,lure,0
mask,0,made,0,plan,0,lure,0,lured,0
masterpiece,0,magic,0,near,0,lured,0,lying,0
matter,0,makes,0,men,0,magic,0,mad,0
means,0,marvin,0,mess,0,man,0,magic,0
medicine,0,mask,0,messin,0,manipulate,0,manipulate,0
lure,0,likes,0,messing,0,mask,0,marvin,0
meet,0,lightin,0,mhm,0,mistakes,0,mask,0
men,0,lighted,0,middle,0,masterpiece,0,masterpiece,0
mercy,0,light,0,minds,0,may,0,limelight,0
messin,0,kinda,0,mine,0,medal,0,lights,0
messing,0,king,0,minute,0,memory,0,means,0
mhm,0,kisses,0,minutes,0,mess,0,lightin,0
midnight,0,knee,0,miss,0,messin,0,kisses,0
miles,0,knees,0,mistakes,0,messing,0,knee,0
million,0,knew,0,mmh,0,midnight,0,knife,0
mind,0,knife,0,mmm-mmm,0,million,0,knock,0
minds,0,knock,0,morning,0,minute,0,knowing,0
minute,0,knowing,0,moth,0,minutes,0,known,0
lying,0,known,0,mother,0,miss,0,lady,0
lungs,0,la,0,motions,0,lord,0,last,0
foolish,0,laugh,0,mouth,0,looks,0,late,0
list,0,laughin,0,moves,0,looked,0,laugh,0
leaving,0,lawn,0,movies,0,longer,0,laughin,0
legs,0,lay,0,muse,0,learning,0,lawn,0
letting,0,laying,0,mutual,0,least,0,lay,0
liar,0,lead,0,nah,0,leather,0,laying,0
lie,0,lean,0,naked,0,leaving,0,lead,0
lifeline,0,least,0,memory,0,legs,0,lean,0
lighted,0,leather,0,meet,0,letting,0,learning,0
likes,0,leaving,0,medicine,0,liar,0,leather,0
limelight,0,legs,0,'bout,0,lie,0,less,0
limousine,0,less,0,lift,0,lied,0,letting,0
