0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"('craving', 0.42912915609822583)","('imagination', 0.3919763629885583)","('mouth', 0.21456457804911291)","('dream', 0.21456457804911291)","('wait', 0.20444352834422222)","('true', 0.18858488844223786)","('beautiful', 0.18858488844223786)","('say', 0.16565632378004858)","('kiss', 0.1646813334249926)","('first', 0.15869109612101956)","('typical', 0.15679054519542332)","('everything', 0.15333264625816667)","('word', 0.14848533873777078)","('time', 0.14697768625479535)","('na', 0.1401929681960783)","('damn', 0.13328905040604255)","('maybe', 0.1263458299790575)","('night', 0.11559902244009393)","('know', 0.11471922925121257)","('together', 0.11431500291212482)"
"('lift', 0.6073650751280543)","('weight', 0.5541109250951726)","('pushed', 0.18688156157786284)","('back', 0.1799804260963944)","('happier', 0.17049566926005308)","('needed', 0.14985188636277202)","('try', 0.14308991673465415)","('heavy', 0.14016117118339713)","('break', 0.13904650102965033)","('tell', 0.128783423343036)","('stay', 0.12184001842660713)","('heart', 0.10403166610944423)","('want', 0.10212518594012966)","('away', 0.09808604106991352)","('time', 0.08759271641718581)","('shoulder', 0.07943484682084899)","('yeah', 0.07306024689424193)","('stand', 0.07124190066194411)","('take', 0.06788917706887986)","('forget', 0.06304895450303921)"
"('ah', 0.7371200230000002)","('know', 0.4016934571786312)","('ey', 0.22981716198597807)","('summer', 0.20966664934421644)","('seem', 0.1996366728958334)","('last', 0.18428000575000006)","('mean', 0.14420328239483796)","('though', 0.1292238398457025)","('close', 0.1123743576467912)","('tell', 0.09803926028703143)","('coming', 0.08760956022830232)","('let', 0.07974304701103581)","('slipping', 0.07660572066199269)","('home', 0.07491623843119413)","('hold', 0.06484098211031332)","('go', 0.06261491719061196)","('lied', 0.05745429049649452)","('lately', 0.05364070140358484)","('tearing', 0.048842408274591576)","('picture', 0.048842408274591576)"
"('em', 0.6393431343288938)","('way', 0.3933774802271358)","('either', 0.3196715671644469)","('tell', 0.2517615873453669)","('hate', 0.20841429890102273)","('little', 0.14685807698242864)","('could', 0.13975276302617945)","('maybe', 0.12879976092868708)","('wanted', 0.1281650981286812)","('trying', 0.12614105885680363)","('famous', 0.11987683768666758)","('love', 0.11087555258625462)","('get', 0.10488263521023969)","('okay', 0.10190837617804022)","('everybody', 0.10190837617804022)","('somebody', 0.09513878740650775)","('surface', 0.07991789179111172)","('hey', 0.07815536208788351)","('hide', 0.07291064100564607)","('anxious', 0.07291064100564607)"
"('doin', 0.6732030391748519)","('round', 0.2763792788561887)","('knew', 0.2762688178307328)","('huh', 0.26928121566994073)","('attention', 0.2149616613325912)","('runnin', 0.18425285257079244)","('want', 0.14715413328253368)","('karma', 0.13464060783497037)","('gettin', 0.12283523504719497)","('dress', 0.11445918975565508)","('sure', 0.10796222428125574)","('mine', 0.10796222428125574)","('bout', 0.10796222428125574)","('ya', 0.10265381696787966)","('perfume', 0.10098045587622778)","('making', 0.09816562253521756)","('expect', 0.09212642628539622)","('thinking', 0.09084844418010422)","('already', 0.08584439231674132)","('regret', 0.0809716682109418)"
"('goin', 0.42586179934240637)","('ha', 0.36202893974129036)","('shady', 0.34068943947392505)","('long', 0.2981960801401743)","('baby', 0.20997307807747959)","('oh', 0.18872893612619507)","('lately', 0.1789176480841046)","('encore', 0.17034471973696252)","('creepin', 0.17034471973696252)","('apology', 0.17034471973696252)","('actin', 0.17034471973696252)","('round', 0.15540878806478203)","('real', 0.14481157589651614)","('feelin', 0.14481157589651614)","('ta', 0.13726813036392643)","('said', 0.13410985306756304)","('yeah', 0.13319053175749102)","('honestly', 0.12987564422433562)","('callin', 0.1277585398027219)","('save', 0.11655659104858652)"
"('done', 0.6032469288464203)","('baby', 0.5623023886426395)","('tell', 0.27943189644365896)","('honestly', 0.23669964796351942)","('oh', 0.1834455228651898)","('die', 0.15081173221160507)","('lie', 0.1293432847967132)","('cry', 0.1293432847967132)","('given', 0.12138602378913747)","('knee', 0.1131087991587038)","('thing', 0.09311106114986396)","('beg', 0.08870141111850767)","('everything', 0.08674516742500206)","('ground', 0.07540586610580254)","('please', 0.07507907453637802)","('say', 0.06247804318251549)","('fall', 0.04881477608039224)","('uncomfortable', 0.044350705559253835)","('stopping', 0.044350705559253835)","('leaving', 0.044350705559253835)"
"('patient', 0.6902677160316549)","('please', 0.4544242238457708)","('trust', 0.2934013919051438)","('another', 0.16775662050700338)","('na', 0.1645859106105166)","('baby', 0.1620664790856736)","('wait', 0.15000986102374841)","('gon', 0.1266243064558509)","('need', 0.10644993795946557)","('minute', 0.1049574350904165)","('asking', 0.09224908588210211)","('made', 0.08387831025350169)","('wa', 0.075442133780363)","('know', 0.07014575848932009)","('still', 0.06491774626368155)","('war', 0.05752230966930458)","('immature', 0.05752230966930458)","('night', 0.05654697063508113)","('taking', 0.05247871754520825)","('share', 0.05247871754520825)"
"('leave', 0.47168709293308153)","('biggest', 0.3192798533770976)","('part', 0.2714226704000009)","('baby', 0.2530002368839909)","('terrified', 0.23945989003282317)","('believe', 0.22356548742290422)","('walk', 0.20815891568041156)","('goodbye', 0.2035670028000007)","('give', 0.18016425824865914)","('thing', 0.16757617255939936)","('oh', 0.16507758699811145)","('girl', 0.1603017327033149)","('parted', 0.1596399266885488)","('night', 0.1569330977587814)","('right', 0.15065210411494037)","('please', 0.13512319368649436)","('think', 0.11769982331908604)","('take', 0.11598600909278454)","('gone', 0.09502220783369997)","('get', 0.08978924218672701)"
"('boy', 0.6768848442059361)","('treat', 0.5223790733295377)","('dare', 0.21715446126826024)","('beside', 0.18096205105688354)","('90', 0.18096205105688354)","('young', 0.1538374645922582)","('wanted', 0.1451052981470938)","('born', 0.10857723063413012)","('baby', 0.1019704620051484)","('gave', 0.09905711107650544)","('work', 0.09230247875535491)","('wake', 0.0791629777207595)","('seriously', 0.0723848204227534)","('tell', 0.07125953306932285)","('na', 0.06472228803565713)","('left', 0.0628882258419843)","('took', 0.058042119258837524)","('cause', 0.056596839269007646)","('wa', 0.04746736820370564)","('talk', 0.04719228467298738)"
"('slow', 0.6411327431856382)","('got', 0.29314628352192823)","('girl', 0.28289680833793196)","('ta', 0.2648617125519998)","('though', 0.19009591369671258)","('tryna', 0.16942924439730764)","('even', 0.16317812301294798)","('faster', 0.14086443415766645)","('staying', 0.1285133523814419)","('harder', 0.1285133523814419)","('convince', 0.1285133523814419)","('clothes', 0.1285133523814419)","('want', 0.12316512263054134)","('work', 0.1197501204008054)","('give', 0.11923115109767923)","('fall', 0.11628223933062494)","('oh', 0.10404468788405973)","('try', 0.08628472486771979)","('still', 0.07948743406511949)","('wrapping', 0.07043221707883322)"
"('another', 0.36955389189385957)","('change', 0.33368626522858097)","('along', 0.32204177489791136)","('get', 0.28508686310632914)","('supposed', 0.270956091893522)","('loving', 0.270956091893522)","('close', 0.2203061705155133)","('wrong', 0.20698349854032042)","('waste', 0.18477694594692978)","('day', 0.1815318958000947)","('make', 0.15944350992211748)","('one', 0.15344306423943768)","('got', 0.14650247441557204)","('know', 0.1442235907380672)","('ta', 0.13614892185007102)","('yeah', 0.13210456973037882)","('world', 0.11015308525775665)","('would', 0.10349174927016021)","('around', 0.09076594790004736)","('theirselves', 0.08447791149173692)"
"('noticed', 0.5155701199061534)","('believed', 0.37674680938273253)","('girl', 0.3152572145079251)","('believe', 0.2638048820925585)","('somebody', 0.22425037623383784)","('half', 0.21351723049176366)","('maybe', 0.16866233959910623)","('saw', 0.16013792286882275)","('tryna', 0.15104812799746456)","('lover', 0.15104812799746456)","('giving', 0.15104812799746456)","('another', 0.13734186764272424)","('rumor', 0.12558226979424417)","('told', 0.12281264617492103)","('friend', 0.11893016792954408)","('warning', 0.11457113775692299)","('sign', 0.11457113775692299)","('one', 0.11405187433674567)","('baby', 0.08845557670644533)","('love', 0.08711443236557904)"
"('cup', 0.43659761402659575)","('empty', 0.398316461893394)","('oh', 0.3224778685546586)","('party', 0.2800703311379897)","('body', 0.2800703311379897)","('real', 0.22269333132536673)","('hand', 0.19709175997730735)","('another', 0.19099234889451952)","('room', 0.17675594876552464)","('television', 0.17463904561063828)","('na', 0.17176726281694418)","('turn', 0.15916029074543292)","('one', 0.14274403118542736)","('let', 0.1413931935083083)","('listen', 0.12732823259634635)","('gettin', 0.11949493856801821)","('nobody', 0.11385834084193436)","('moment', 0.09171404711738801)","('rhythm', 0.08731952280531914)","('close', 0.08539375563145077)"
"('mmm', 0.3920039171889152)","('yeah', 0.33715357475263236)","('tomorrow', 0.3332460500882588)","('god', 0.2988749012120175)","('cry', 0.28580759687493723)","('already', 0.2499345375661941)","('come', 0.21059118588451267)","('least', 0.1960019585944576)","('see', 0.1849669320539882)","('never', 0.1596637758932972)","('know', 0.11950759740039793)","('back', 0.10786515794347297)","('recklessness', 0.0980009792972288)","('price', 0.0980009792972288)","('pay', 0.0980009792972288)","('lived', 0.0980009792972288)","('faith', 0.0980009792972288)","('city', 0.0980009792972288)","('wild', 0.08940819207816848)","('fell', 0.08940819207816848)"
"('call', 0.5283803701254471)","('mon', 0.39529550735211083)","('away', 0.3457891640167416)","('superman', 0.3294129227934257)","('save', 0.3005297914913623)","('one', 0.2632675932395905)","('nothing', 0.17696623685349377)","('day', 0.17696623685349377)","('got', 0.11425426467467326)","('matter', 0.10046150096035932)","('na', 0.0942533882532176)","('alone', 0.06915783280334832)","('worry', 0.06588258455868513)","('weak', 0.06588258455868513)","('reaching', 0.06588258455868513)","('holdin', 0.06588258455868513)","('ay', 0.06588258455868513)","('anywhere', 0.06588258455868513)","('set', 0.056007376740592335)","('scared', 0.056007376740592335)"
"('dangerously', 0.576347802998624)","('loved', 0.4621472806154769)","('speed', 0.19211593433287466)","('ruined', 0.19211593433287466)","('explosion', 0.19211593433287466)","('crash', 0.17527108893488547)","('breathe', 0.1400705225264387)","('air', 0.1400705225264387)","('tied', 0.12807728955524977)","('choking', 0.12807728955524977)","('awoken', 0.12807728955524977)","('care', 0.12525264012956017)","('knew', 0.12129302631433118)","('would', 0.11767818211702119)","('going', 0.11767818211702119)","('obsessed', 0.11684739262325698)","('gave', 0.11684739262325698)","('oh', 0.11351988197586119)","('honestly', 0.09764975701730222)","('love', 0.08884518807318824)"
"('marvin', 0.49471164737339474)","('gaye', 0.49471164737339474)","('dawn', 0.2872131948086551)","('song', 0.2524371394132494)","('let', 0.22887651970807738)","('trouble', 0.21637469092564232)","('get', 0.1854998927482834)","('subtle', 0.17989514449941627)","('healing', 0.17989514449941627)","('pull', 0.14424979395042822)","('mercy', 0.14424979395042822)","('closer', 0.14424979395042822)","('got', 0.12479041367915092)","('say', 0.11087263896427996)","('want', 0.09830731788954414)","('babe', 0.09103787996871789)","('lovin', 0.08994757224970813)","('screaming', 0.08206091280247287)","('woah', 0.07646523887361581)","('without', 0.06558021066160616)"
"('losing', 0.5157276080385733)","('mind', 0.5114491517041299)","('run', 0.3475311905040454)","('lose', 0.3475311905040454)","('nothing', 0.18623337413723842)","('enough', 0.185801127453381)","('much', 0.16415020769361444)","('yeah', 0.1626311210031909)","('time', 0.1462351511410398)","('oh', 0.11522289926669822)","('man', 0.09911469180891752)","('got', 0.0901780373403191)","('road', 0.07906688599663829)","('harder', 0.07906688599663829)","('kind', 0.0694933898722936)","('sorry', 0.06607646120594501)","('easy', 0.06607646120594501)","('try', 0.053086036415251725)","('even', 0.05019706439186042)","('temporary', 0.043332898683816165)"
"('anymore', 0.6117440847121207)","('talk', 0.5053538091100128)","('used', 0.27993679701251356)","('overdosed', 0.16318432234313637)","('brain', 0.16318432234313637)","('known', 0.15552044278472976)","('shame', 0.14887621879726934)","('wa', 0.14268056513312824)","('game', 0.13872445777365086)","('oh', 0.13258355940602992)","('love', 0.12734817852529767)","('tight', 0.111657164097952)","('onto', 0.111657164097952)","('wearing', 0.10404334333023815)","('dress', 0.10404334333023815)","('kind', 0.09813760512869511)","('holding', 0.09331226567083785)","('tonight', 0.08569844490312399)","('way', 0.08032373739750613)","('looking', 0.07727021852501813)"
"('love', 0.45085379760806044)","('make', 0.292070932098879)","('throw', 0.22588715686693014)","('crazy', 0.20438860203842799)","('nothing', 0.1995196544703841)","('ashamed', 0.1856974350091291)","('insane', 0.16941536765019763)","('afraid', 0.1614240143133598)","('trust', 0.15786305701249073)","('pride', 0.15786305701249073)","('fool', 0.15786305701249073)","('le', 0.14158098965355922)","('everyone', 0.14158098965355922)","('pile', 0.12379829000608607)","('care', 0.12106801073501984)","('cause', 0.11615571132728818)","('need', 0.11454964488037662)","('blow', 0.11294357843346507)","('baby', 0.10899875790290514)","('know', 0.10567634542940102)"
"('crime', 0.4316660807081955)","('reeling', 0.317360840643091)","('dry', 0.317360840643091)","('hang', 0.2895344434492692)","('game', 0.26979130044262223)","('yesterday', 0.2538886725144728)","('night', 0.24958377700394568)","('playing', 0.23162755475941538)","('play', 0.2141385060549786)","('thing', 0.13325517268360784)","('said', 0.13325517268360784)","('mind', 0.13028673777930214)","('wait', 0.1241446732744492)","('longer', 0.11581377737970769)","('come', 0.10229499173926761)","('try', 0.07775814521933264)","('little', 0.07775814521933264)","('back', 0.06986088801667384)","('maybe', 0.06819666115951174)","('voice', 0.0634721681286182)"
"('left', 0.8167410492890429)","('right', 0.47129753384781264)","('step', 0.17626407823110996)","('almost', 0.17626407823110996)","('moving', 0.0749218378532905)","('one', 0.07470414400272705)","('regret', 0.07066910292785106)","('far', 0.047112735285234034)","('time', 0.04406198746393797)","('every', 0.03999596547788263)","('lost', 0.03964459541498831)","('come', 0.03156402239525002)","('baby', 0.031038499141057562)","('got', 0.030567900123765993)","('tough', 0.02937734637185166)","('stride', 0.02937734637185166)","('luck', 0.02937734637185166)","('hurting', 0.02937734637185166)","('flash', 0.02937734637185166)","('darkest', 0.02937734637185166)"
"('beautiful', 0.8442488601960928)","('word', 0.16618322260692445)","('girl', 0.16519292613811296)","('remains', 0.1316087414574022)","('opened', 0.1316087414574022)","('express', 0.1316087414574022)","('completely', 0.1316087414574022)","('describe', 0.12006920461173562)","('changed', 0.12006920461173562)","('wearing', 0.111881772922769)","('dress', 0.111881772922769)","('room', 0.0888026992314358)","('walk', 0.08580413898987838)","('everything', 0.08580413898987838)","('door', 0.08580413898987838)","('know', 0.08024534347132302)","('life', 0.07833725210795912)","('eye', 0.07426460214421178)","('look', 0.07070245913620753)","('masterpiece', 0.0658043707287011)"
"('suffer', 0.7286955415781636)","('make', 0.47607891944751246)","('waiting', 0.16816050959496084)","('sucker', 0.16816050959496084)","('hearted', 0.16816050959496084)","('lover', 0.13484032004960989)","('cold', 0.128210340481714)","('wait', 0.109634569695851)","('baby', 0.09870511498055536)","('come', 0.09033869199189767)","('black', 0.08989354669973994)","('lie', 0.08173651508595968)","('na', 0.0801916414678328)","('keep', 0.0777988397741962)","('love', 0.07776685548404776)","('go', 0.06108830917023805)","('girl', 0.05628587956139475)","('wear', 0.05605350319832028)","('tempting', 0.05605350319832028)","('magic', 0.05605350319832028)"
"('judge', 0.4236197910607626)","('always', 0.3457836036152786)","('could', 0.28999312160332336)","('never', 0.27017632681464954)","('love', 0.2530788057317628)","('climb', 0.24206845203472147)","('would', 0.20315797343158937)","('mount', 0.19899976281501938)","('kilimanjaro', 0.19899976281501938)","('baby', 0.18689091289812162)","('thousand', 0.1815513390260411)","('take', 0.16867993849943635)","('time', 0.14923616557286318)","('riding', 0.13266650854334625)","('nothing', 0.10690606446607392)","('heart', 0.08862202009118053)","('friend', 0.08375943602833665)","('cause', 0.08298430545582154)","('break', 0.07896686504981618)","('wishlist', 0.06633325427167312)"
"('type', 0.8063674495281387)","('love', 0.3289956622326704)","('single', 0.151193896786526)","('done', 0.151193896786526)","('reason', 0.1426117852980649)","('fire', 0.1426117852980649)","('give', 0.13381213994210606)","('move', 0.1245354235909391)","('moment', 0.1245354235909391)","('world', 0.11595331210247797)","('every', 0.10761696989123995)","('even', 0.1030125740419413)","('woah', 0.10079593119101733)","('said', 0.09334700929914222)","('old', 0.0864473648250188)","('planned', 0.05928412332737097)","('gray', 0.05928412332737097)","('fading', 0.05928412332737097)","('answered', 0.05928412332737097)","('sing', 0.054086054278738166)"
"('know', 0.3743563314530852)","('sorry', 0.3120741944862092)","('shoe', 0.2800702508987475)","('dying', 0.2461590701594756)","('put', 0.21495785926100425)","('moment', 0.21495785926100425)","('stuck', 0.18671350059916497)","('middle', 0.18671350059916497)","('could', 0.17894320529292063)","('lying', 0.17398164286339654)","('still', 0.17322764669494714)","('cause', 0.16001971793730865)","('matter', 0.1560370972431046)","('le', 0.1560370972431046)","('inside', 0.13342964341692334)","('head', 0.12921152985949072)","('really', 0.11853849426679641)","('say', 0.1081152550572039)","('said', 0.10741614826675226)","('truce', 0.10232902310972845)"
"('youth', 0.6875990287088166)","('away', 0.36089096216945754)","('soul', 0.2389752058647161)","('take', 0.23789211386472076)","('today', 0.22267966047736157)","('mine', 0.21003985349409654)","('wake', 0.19098062412774566)","('long', 0.18341683382755486)","('break', 0.1559155905955417)","('never', 0.1333619535664289)","('let', 0.12118672591529596)","('pain', 0.11133983023868078)","('turn', 0.09549031206387283)","('hate', 0.08538851342214492)","('change', 0.07390487279091883)","('broken', 0.05566991511934039)","('waking', 0.032742810890896035)","('scrolling', 0.032742810890896035)","('outside', 0.032742810890896035)","('note', 0.032742810890896035)"
"('mercy', 0.6854260116085664)","('please', 0.28373507303399736)","('would', 0.2463987220118757)","('begging', 0.23002031271731738)","('heart', 0.17914099164420885)","('even', 0.17474217350895613)","('though', 0.16963963735454657)","('tearing', 0.12823653030458942)","('easy', 0.11501015635865869)","('apart', 0.11501015635865869)","('hurt', 0.09239952075445339)","('sacrifice', 0.09174719464190934)","('ripping', 0.09174719464190934)","('puppet', 0.09174719464190934)","('prepared', 0.09174719464190934)","('intention', 0.09174719464190934)","('gladly', 0.09174719464190934)","('consuming', 0.09174719464190934)","('mean', 0.08737108675447806)","('string', 0.08549102020305963)"
"('miss', 0.6187492176019386)","('la', 0.4781243954196798)","('baby', 0.3257116056165217)","('messing', 0.3082798112126267)","('girl', 0.2631241480870883)","('world', 0.10049364303671009)","('weather', 0.09248394336378801)","('tiffany', 0.09248394336378801)","('nicole', 0.09248394336378801)","('nicky', 0.09248394336378801)","('heather', 0.09248394336378801)","('east', 0.09248394336378801)","('coast', 0.09248394336378801)","('wa', 0.08086353588023165)","('hell', 0.07862143073360107)","('caught', 0.07051238067916832)","('room', 0.062403330624735534)","('change', 0.05218713576759329)","('could', 0.040431767940115826)","('wrong', 0.037766578699320916)"
"('river', 0.8129780435497606)","('run', 0.5764978164089919)","('view', 0.033410056584236736)","('love', 0.027038698530511565)","('oh', 0.02632233981298583)","('different', 0.023394321646282374)","('looking', 0.021093548989089123)","('fall', 0.018386454177305195)","('maybe', 0.017948451859863303)","('thing', 0.017535492290416333)","('mind', 0.017144866048066656)","('hurt', 0.013643271312232905)","('look', 0.011965634573242201)","('water', 0.011136685528078913)","('rough', 0.011136685528078913)","('cruel', 0.011136685528078913)","('cause', 0.01044917203039499)","('rush', 0.010160213968767907)","('pushing', 0.010160213968767907)","('running', 0.009467396371753187)"
"('feel', 0.4892505618292052)","('doe', 0.410977465775703)","('gon', 0.23731748140688363)","('missing', 0.22912030516721205)","('better', 0.22646623862790857)","('loved', 0.21611491245621153)","('hang', 0.1967097380254451)","('different', 0.18872186552325712)","('find', 0.1650902932438966)","('bother', 0.16171124688670013)","('never', 0.1536855373559151)","('soon', 0.14753230351908383)","('nothing', 0.1447900635659616)","('phone', 0.13612923600577104)","('ready', 0.1232932397327109)","('question', 0.1232932397327109)","('got', 0.11217653178865034)","('wondered', 0.10780749792446677)","('anymore', 0.10542988368735398)","('might', 0.10209692700432828)"
"('model', 0.32456162638065167)","('instagram', 0.32456162638065167)","('trouble', 0.2602513139523718)","('wanted', 0.21687609496030982)","('lord', 0.21637441758710113)","('bottle', 0.21637441758710113)","('going', 0.19880611314229354)","('nothing', 0.17436003773188904)","('throttle', 0.16228081319032583)","('problem', 0.16228081319032583)","('posted', 0.16228081319032583)","('liar', 0.16228081319032583)","('full', 0.16228081319032583)","('facing', 0.16228081319032583)","('emotion', 0.16228081319032583)","('open', 0.15775723048701268)","('wa', 0.14189057995149484)","('uh', 0.13795637652958614)","('dying', 0.1301256569761859)","('met', 0.12372749323188649)"
